id	choice	rt	condition	state	contrast_left	contrast_right	blocks	contrast	ecoperf	action	con_diff	correct	congruence	slider	mu
3970	0	0.54872230021283	1	1	0.576083539113901	0.423916460886098	1	0	0	right	0.0760835391139012	0	1	74.0740733487265	0.740740733487265
3970	0	0.532929100096225	1	0	0.416275424860097	0.583724575139902	1	0	1	left	0.083724575139902	1	1	74.4708997862679	0.744708997862679
3970	0	0.468498300295323	1	0	0.468403247281009	0.53159675271899	1	0	1	left	0.0315967527189905	1	1	74.206348827907	0.74206348827907
3970	1	0.478601400274783	1	1	0.547195424043151	0.452804575956848	1	0	1	right	0.0471954240431516	1	1	76.1904767581394	0.761904767581394
3970	0	0.408980499953031	1	1	0.53814735989262	0.46185264010738	1	0	0	left	0.0381473598926199	1	1	76.1904767581394	0.761904767581394
3970	1	0.447627500165253	1	1	0.517993623953311	0.482006376046688	1	0	1	right	0.0179936239533116	1	1	76.3227522373199	0.763227522373199
3970	0	0.375518000219017	1	0	0.43732348051084	0.562676519489159	1	0	1	right	0.0626765194891596	0	1	73.0158737727574	0.730158737727574
3970	0	0.326092300470918	1	0	0.486005161465172	0.513994838534827	1	0	1	right	0.0139948385348279	0	1	69.4444443498339	0.694444443498339
3970	1	0.379929699935019	1	1	0.539851168333867	0.460148831666132	1	0	1	right	0.0398511683338671	1	1	73.8095245191029	0.738095245191029
3970	0	0.407146099954843	1	0	0.431108798675649	0.56889120132435	1	0	1	left	0.0688912013243509	1	1	72.2222230264118	0.722222230264118
3970	1	0.442937599960714	1	1	0.540630978164995	0.459369021835004	1	0	1	left	0.0406309781649957	0	1	70.2380950961794	0.702380950961794
3970	0	0.417555300053209	1	0	0.46081860909347	0.53918139090653	1	0	1	right	0.03918139090653	0	1	69.8412707873753	0.698412707873753
3970	0	0.453879300039261	1	0	0.433668602979439	0.56633139702056	1	0	1	left	0.0663313970205609	1	1	70.7671948841639	0.707671948841639
3970	0	0.308417800348252	1	0	0.458715372199134	0.541284627800865	1	0	1	left	0.0412846278008658	1	1	74.6031752654484	0.746031752654484
3970	1	0.719765299931168	1	1	0.500991946822159	0.499008053177841	1	0	1	right	0.000991946822158962	1	1	77.2486763341086	0.772486763341086
3970	1	0.464457800146192	1	1	0.543103130790788	0.456896869209211	1	0	1	left	0.0431031307907884	0	1	74.4708997862679	0.744708997862679
3970	0	0.432656300254166	1	0	0.434235356076463	0.565764643923536	1	0	1	left	0.0657646439235369	1	1	73.4126980815615	0.734126980815615
3970	1	0.449897999875247	1	1	0.570401143956534	0.429598856043465	1	0	1	right	0.0704011439565344	1	1	76.5873010669435	0.765873010669435
3970	0	0.374012100044637	1	0	0.498470296017646	0.501529703982353	1	0	1	left	0.00152970398235339	1	1	71.9576720680509	0.719576720680509
3970	1	0.354647200088948	1	1	0.592629011441829	0.40737098855817	1	0	1	right	0.0926290114418298	1	1	72.2222230264118	0.722222230264118
3970	0	0.601943700108677	1	1	0.516078740984378	0.483921259015621	2	1	1	left	0.0160787409843786	1	1	64.6825398717607	0.646825398717607
3970	0	0.58275040006265	1	1	0.588692184646829	0.41130781535317	2	1	1	left	0.088692184646829	1	1	63.0952383790697	0.630952383790697
3970	1	0.452938100323081	1	0	0.411025278423083	0.588974721576917	2	1	1	left	0.0889747215769169	0	1	59.6560844353267	0.596560844353267
3970	1	0.37927859975025	1	0	0.468292529489669	0.53170747051033	2	1	1	left	0.0317074705103306	0	1	49.7354497401309	0.497354497401309
3970	1	0.946733400225639	1	0	0.478143371552603	0.521856628447396	2	1	1	right	0.021856628447396	1	1	55.1587303834302	0.551587303834302
3970	1	0.410492500290274	1	0	0.402029177037786	0.597970822962213	2	1	1	left	0.0979708229622134	0	1	50.264550259869	0.50264550259869
3970	0	0.420248799957335	1	1	0.509080971473446	0.490919028526553	2	1	1	left	0.00908097147344669	1	1	54.8941799572536	0.548941799572536
3970	1	0.359823300503194	1	0	0.459058025261061	0.540941974738938	2	1	1	right	0.0409419747389385	1	1	60.3174607668604	0.603174607668604
3970	0	0.309860399924218	1	1	0.579470456440681	0.420529543559319	2	1	1	left	0.0794704564406809	1	1	65.211640724114	0.65211640724114
3970	1	0.3049904005602	1	0	0.407389435272613	0.592610564727386	2	1	1	right	0.0926105647273863	1	1	64.4179889133998	0.644179889133998
3970	0	0.332982299849391	1	0	0.429466109431612	0.570533890568387	2	1	0	right	0.0705338905683873	0	1	73.280422602381	0.73280422602381
3970	0	0.403955500107258	1	1	0.536491878311371	0.463508121688628	2	1	1	left	0.0364918783113712	1	1	76.5873010669435	0.765873010669435
3970	0	0.30667580012232	1	1	0.581308876241915	0.418691123758084	2	1	1	right	0.0813088762419154	0	1	73.8095245191029	0.738095245191029
3970	1	0.268858199939131	1	0	0.479288526035865	0.520711473964134	2	1	1	right	0.0207114739641342	1	1	74.3386243070874	0.743386243070874
3970	0	0.375980100128799	1	1	0.525117977325743	0.474882022674256	2	1	1	left	0.0251179773257438	1	1	80.0264550106866	0.800264550106866
3970	1	0.359090299811214	1	0	0.481030279819618	0.518969720180381	2	1	1	right	0.0189697201803812	1	1	73.1481471232005	0.731481471232005
3970	1	0.42317369999364	1	1	0.582240819733521	0.417759180266478	2	1	0	right	0.0822408197335213	1	1	71.2962968008858	0.712962968008858
3970	0	0.316697699949145	1	1	0.565245511165312	0.434754488834687	2	1	1	right	0.065245511165312	0	1	65.873015991279	0.65873015991279
3970	0	0.325489000417292	1	1	0.582532117736189	0.41746788226381	2	1	1	left	0.0825321177361896	1	1	70.6349215337208	0.706349215337208
