id	choice	rt	condition	state	contrast_left	contrast_right	blocks	contrast	ecoperf	action	con_diff	correct	congruence	slider	mu
190	1	0.539893800392746	1	1	0.541018577672411	0.458981422327588	1	0	1	left	0.0410185776724112	0	1	25.3968247345515	0.253968247345515
190	0	0.492288700304925	1	1	0.515301045646739	0.48469895435326	1	0	0	right	0.0153010456467398	0	1	25.3968247345515	0.253968247345515
190	0	0.323252600617706	1	1	0.519611931691969	0.48038806830803	1	0	0	right	0.0196119316919693	0	1	50.6613756663033	0.506613756663033
190	1	0.415166700258851	1	1	0.546171566255023	0.453828433744976	1	0	1	right	0.0461715662550235	1	1	63.7566136462347	0.637566136462347
190	1	0.403984400443732	1	1	0.52214645215853	0.477853547841469	1	0	1	right	0.0221464521585308	1	1	74.9999995742525	0.749999995742525
190	1	0.376836100593209	1	1	0.556535281755425	0.443464718244574	1	0	1	left	0.0565352817554258	0	1	74.9999995742525	0.749999995742525
190	1	0.440137300640344	1	1	0.57384911410033	0.42615088589967	1	0	1	right	0.07384911410033	1	1	74.9999995742525	0.749999995742525
190	0	0.448399600572884	1	0	0.420019414738502	0.579980585261497	1	0	1	left	0.0799805852614975	1	1	83.9947087424142	0.839947087424142
190	0	0.588805200532078	1	0	0.455226572823305	0.544773427176694	1	0	1	right	0.044773427176694	0	1	79.1005287851606	0.791005287851606
190	1	0.452193800359964	1	1	0.522021804428204	0.477978195571795	1	0	1	right	0.0220218044282043	1	1	79.1005287851606	0.791005287851606
190	0	0.463858300819993	1	0	0.463149827982019	0.53685017201798	1	0	1	left	0.0368501720179804	1	1	82.1428562913622	0.821428562913622
190	1	0.438194200396537	1	0	0.458798529249599	0.5412014707504	1	0	0	left	0.0412014707504	0	1	79.232804264341	0.79232804264341
190	0	0.397014600224792	1	0	0.458659528505411	0.541340471494589	1	0	1	left	0.041340471494589	1	1	67.7248673779623	0.677248673779623
190	1	0.899536800570786	1	0	0.480777745131397	0.519222254868602	1	0	0	left	0.0192222548686025	0	1	67.4603174839701	0.674603174839701
190	0	0.363877300173044	1	0	0.466868112610771	0.533131887389228	1	0	1	left	0.0331318873892286	1	1	67.4603174839701	0.674603174839701
190	1	0.841685400344431	1	0	0.477798590703332	0.522201409296667	1	0	0	right	0.0222014092966679	1	1	71.6931211096899	0.716931211096899
190	0	0.436357500962913	1	1	0.533590426710187	0.466409573289812	1	0	0	right	0.0335904267101873	0	1	75.132275053433	0.75132275053433
190	0	0.394402400590479	1	0	0.417665310411438	0.582334689588561	1	0	1	right	0.0823346895885614	0	1	74.867724095072	0.74867724095072
190	0	0.384004500694572	1	0	0.442835330750962	0.557164669249037	1	0	1	left	0.0571646692490378	1	1	74.6031752654484	0.746031752654484
190	1	0.77381720021367	1	1	0.522021804428204	0.477978195571795	1	0	1	right	0.0220218044282043	1	1	74.6031752654484	0.746031752654484
190	0	0.634476100094616	1	0	0.461928723811281	0.538071276188718	2	1	0	right	0.0380712761887181	0	1	74.7354507446289	0.747354507446289
190	1	0.386084200814366	1	0	0.446737957839675	0.553262042160324	2	1	1	left	0.0532620421603245	0	1	50.3968254064342	0.503968254064342
190	0	0.35681340098381	1	1	0.524947540814613	0.475052459185386	2	1	1	left	0.0249475408146131	1	1	75.2645505326134	0.752645505326134
190	0	0.510285500437021	1	1	0.518567352739678	0.481432647260321	2	1	1	left	0.0185673527396788	1	1	75.2645505326134	0.752645505326134
190	0	0.519233100116252	1	1	0.544811484381542	0.455188515618457	2	1	1	right	0.0448114843815427	0	1	75.2645505326134	0.752645505326134
190	1	0.380845400504767	1	0	0.463182665663414	0.536817334336585	2	1	1	left	0.0368173343365851	0	1	75.2645505326134	0.752645505326134
190	1	0.631450000219047	1	0	0.415690777092236	0.584309222907763	2	1	1	right	0.0843092229077632	1	1	75.2645505326134	0.752645505326134
190	1	0.390985900536179	1	0	0.481768892885483	0.518231107114516	2	1	1	right	0.0182311071145168	1	1	80.423281448228	0.80423281448228
190	0	0.423615400679409	1	1	0.555600212205466	0.444399787794533	2	1	1	left	0.0556002122054664	1	1	80.423281448228	0.80423281448228
190	0	0.38486190047115	1	1	0.57993319769039	0.420066802309609	2	1	1	right	0.0799331976903904	0	1	79.7619040523256	0.797619040523256
190	0	0.482864800840616	1	1	0.524114147278937	0.475885852721062	2	1	1	left	0.0241141472789371	1	1	69.0476200410298	0.690476200410298
190	0	0.462974900379776	1	0	0.479303944726015	0.520696055273984	2	1	0	left	0.0206960552739841	1	1	72.354496376855	0.72354496376855
190	1	0.388298000209033	1	0	0.465623315492059	0.53437668450794	2	1	1	right	0.0343766845079404	1	1	74.206348827907	0.74206348827907
190	0	0.42662230040878	1	1	0.578682402963937	0.421317597036062	2	1	1	right	0.0786824029639371	0	1	74.206348827907	0.74206348827907
190	0	0.68796700052917	1	1	0.556009902024566	0.443990097975433	2	1	1	left	0.0560099020245666	1	1	74.206348827907	0.74206348827907
190	1	0.598461301065981	1	0	0.487372545827858	0.512627454172141	2	1	1	right	0.0126274541721418	1	1	74.206348827907	0.74206348827907
190	0	0.531651601195335	1	1	0.562343857250904	0.437656142749095	2	1	1	left	0.0623438572509043	1	1	74.206348827907	0.74206348827907
190	0	0.361967500299215	1	1	0.57993319769039	0.420066802309609	2	1	1	right	0.0799331976903904	0	1	75.6613748414175	0.756613748414175
190	0	0.303038900718092	1	0	0.479303944726015	0.520696055273984	2	1	0	left	0.0206960552739841	1	1	75.6613748414175	0.756613748414175
