id	choice	rt	condition	state	contrast_left	contrast_right	blocks	contrast	ecoperf	action	con_diff	correct	congruence	slider	mu
4943	0	0.130019600037485	1	1	0.578017553149117	0.421982446850882	1	0	0	right	0.0780175531491173	0	0	30.5555556501661	0.305555556501661
4943	0	0.59479169989936	1	1	0.533758386405204	0.466241613594795	1	0	0	right	0.0337583864052045	0	0	50.1322751299345	0.501322751299345
4943	1	0.846874300041236	1	1	0.560786590726294	0.439213409273705	1	0	1	right	0.0607865907262945	1	0	94.8412682328905	0.948412682328905
4943	0	0.446577799972146	1	1	0.510481324197349	0.48951867580265	1	0	0	right	0.0104813241973499	0	0	26.9841262272426	0.269841262272426
4943	1	0.295445100055076	1	1	0.512788837978299	0.4872111620217	1	0	1	right	0.0127888379782995	1	0	97.2222226006644	0.972222226006644
4943	0	0.540456400020048	1	1	0.554954010701519	0.44504598929848	1	0	0	right	0.0549540107015198	0	0	50.1322751299345	0.501322751299345
4943	1	0.0128967999480664	1	1	0.548522940858496	0.451477059141504	1	0	1	left	0.0485229408584959	0	0	59.1269846473421	0.591269846473421
4943	0	0.612464600009843	1	1	0.589047567918443	0.410952432081556	1	0	0	left	0.0890475679184438	1	0	97.4867735590253	0.974867735590253
4943	1	0.863863199949264	1	1	0.579896027881287	0.420103972118712	1	0	1	left	0.0798960278812879	0	0	74.9999995742525	0.749999995742525
4943	1	0.572181800031103	1	0	0.426565891630403	0.573434108369597	1	0	0	left	0.0734341083695969	0	0	95.7671965871538	0.957671965871538
4943	1	0.724718300043605	1	0	0.494866811388762	0.505133188611237	1	0	0	left	0.0051331886112371	0	0	62.9629628998892	0.629629628998892
4943	0	0.484435799997299	1	0	0.492711470090102	0.507288529909897	1	0	1	left	0.00728852990989761	1	0	75.9259257997785	0.759259257997785
4943	0	0.499902699957601	1	0	0.491147254032527	0.508852745967472	1	0	1	left	0.00885274596747204	1	0	99.2063505308968	0.992063505308968
4943	0	0.533934599952772	1	0	0.420164913588604	0.579835086411395	1	0	1	left	0.0798350864113952	1	0	99.8677236693246	0.998677236693246
4943	0	0.628319400013424	1	0	0.405699186042929	0.59430081395707	1	0	1	left	0.0943008139570702	1	0	98.148146697453	0.98148146697453
4943	0	0.336574099957942	1	0	0.486791704428643	0.513208295571356	1	0	1	right	0.0132082955713562	0	0	57.5396826224667	0.575396826224667
4943	1	0.487771999905817	1	0	0.427727546034323	0.572272453965676	1	0	0	right	0.0722724539656766	1	0	86.9047607694353	0.869047607694353
4943	0	0.270661300048232	1	0	0.488964651935765	0.511035348064234	1	0	1	right	0.0110353480642348	0	0	50	0.5
4943	0	0.430522899958305	1	0	0.431628442759164	0.568371557240835	1	0	1	left	0.0683715572408358	1	0	93.5185176985604	0.935185176985604
4943	0	0.587258499930612	1	1	0.574125404950221	0.425874595049778	1	0	0	right	0.0741254049502218	0	0	61.3756614071982	0.613756614071982
4943	0	0.0387253999942913	2	1	0.502443401605037	0.497556598394962	2	0	0	right	0.00244340160503739	0	0	60.3174607668604	0.603174607668604
4943	0	0.713679300039075	2	1	0.529018526513072	0.470981473486927	2	0	0	right	0.0290185265130727	0	0	65.6084660972867	0.656084660972867
4943	0	0.390937200048938	2	1	0.565369013396647	0.434630986603352	2	0	0	right	0.0653690133966475	0	0	75.3968260117939	0.753968260117939
4943	0	0.441401399904862	2	1	0.595693592407068	0.404306407592931	2	0	0	right	0.0956935924070684	0	0	74.7354507446289	0.747354507446289
4943	0	0.530315199983306	2	1	0.593573087278488	0.406426912721511	2	0	0	right	0.093573087278488	0	0	74.7354507446289	0.747354507446289
4943	1	0.464549900032579	2	1	0.524047839683208	0.475952160316791	2	0	1	right	0.0240478396832084	1	0	96.1640230246952	0.961640230246952
4943	0	0.347036599996499	2	1	0.576389794428647	0.423610205571352	2	0	0	right	0.0763897944286478	0	0	71.4285722800663	0.714285722800663
4943	0	0.404094500001519	2	1	0.575932738313109	0.42406726168689	2	0	0	left	0.0759327383131096	1	0	94.1798950944628	0.941798950944628
4943	1	0.360216200002469	2	0	0.425935193502138	0.574064806497861	2	0	0	left	0.0740648064978614	0	0	74.4708997862679	0.744708997862679
4943	1	0.436784300021827	2	0	0.489407958326723	0.510592041673276	2	0	0	left	0.0105920416732765	0	0	68.6507936034883	0.686507936034883
4943	1	0.141223600017838	2	0	0.431843956952968	0.568156043047031	2	0	0	left	0.0681560430470315	0	0	74.7354507446289	0.747354507446289
4943	0	0.377730400068685	2	0	0.453673942140628	0.546326057859371	2	0	1	left	0.0463260578593719	1	0	97.0899471214839	0.970899471214839
4943	0	0.320790899917483	2	0	0.478783679474506	0.521216320525493	2	0	1	left	0.0212163205254934	1	0	97.4867735590253	0.974867735590253
4943	1	0.373865799978375	2	0	0.490148126231189	0.50985187376881	2	0	0	left	0.00985187376881083	0	0	91.4021142891475	0.914021142891475
4943	0	0.600656100083142	2	0	0.417642552607216	0.582357447392783	2	0	1	left	0.0823574473927838	1	0	93.2539667401995	0.932539667401995
4943	1	0.520683099981397	2	0	0.482499026261792	0.517500973738207	2	0	0	left	0.0175009737382079	0	0	74.4708997862679	0.744708997862679
4943	0	0.43806009995751	2	0	0.4836430090215	0.516356990978499	2	0	1	right	0.0163569909784993	0	0	98.8095240933554	0.988095240933554
4943	1	0.391914600040763	2	0	0.425631165851267	0.574368834148732	2	0	0	left	0.0743688341487326	0	0	64.4179889133998	0.644179889133998
4943	0	0.680368900066241	2	1	0.545788633385436	0.454211366614563	2	0	0	right	0.0457886333854366	0	0	74.7354507446289	0.747354507446289
4943	1	0.786744499928318	2	1	0.531752058289922	0.468247941710077	2	0	1	right	0.0317520582899226	1	0	98.6772486141749	0.986772486141749
4943	1	0.416308499989099	2	1	0.504416557176266	0.495583442823733	3	1	0	left	0.00441655717626611	0	0	68.7830690826688	0.687830690826688
4943	0	0.477825300069525	2	1	0.555729515580476	0.444270484419523	3	1	1	left	0.0557295155804761	1	0	98.9417995725359	0.989417995725359
4943	1	0.613090500002726	2	1	0.577249506718762	0.422750493281237	3	1	0	left	0.0772495067187624	0	0	74.9999995742525	0.749999995742525
